1.914264545215030866e-01,-1.438568011116820013e-06,2.250203484915274665e-01
1.914264554677666541e-01,-1.444443626451809657e-06,2.250203560797844615e-01
1.914264694755831719e-01,-1.531316356372505072e-06,2.250204684001477218e-01
1.914265292927550544e-01,-1.901780414356746607e-06,2.250209479877909313e-01
1.914266879107454356e-01,-2.882741657062143597e-06,2.250222195829582328e-01
1.914270172412227966e-01,-4.916475343880213223e-06,2.250248594733304797e-01
1.914276068247496299e-01,-8.551923102078350938e-06,2.250295851391727331e-01
1.914285625679983116e-01,-1.443621111500088995e-05,2.250372451963738030e-01
1.914300055056232797e-01,-2.330636979130204810e-05,2.250488096323136344e-01
1.914320705829314073e-01,-3.598123431346872663e-05,2.250653603293706062e-01
1.914349054557255847e-01,-5.335350538346682163e-05,2.250880818707816922e-01
1.914386693041432164e-01,-7.638195007134341479e-05,2.251182526234777048e-01
1.914435316579514157e-01,-1.060837238273400868e-04,2.251572360924119498e-01
1.914496712315864047e-01,-1.435267963465039519e-04,2.252064725407575130e-01
1.914572747682191656e-01,-1.898224659921812568e-04,2.252674708701625783e-01
1.914665358932853834e-01,-2.461179498142829583e-04,2.253418007549912727e-01
1.914776539792160115e-01,-3.135890387704842958e-04,2.254310850241441622e-01
1.914908330245339019e-01,-3.934328105114479794e-04,2.255369922836291674e-01
1.915062805520200140e-01,-4.868603949694769216e-04,2.256612297725421323e-01
1.915242065322788068e-01,-5.950897909451750584e-04,2.258055364445176461e-01
1.915448223407147932e-01,-7.193387348763692060e-04,2.259716762660279044e-01
1.915683397576508351e-01,-8.608176259613663402e-04,2.261614317221573023e-01
1.915949700230246688e-01,-1.020722514764101736e-03,2.263765975196705693e-01
1.916249229587745906e-01,-1.200228165326103300e-03,2.266189744763491831e-01
1.916584061736034961e-01,-1.400481203628902230e-03,2.268903635847146216e-01
1.916956243662743808e-01,-1.622593367973916827e-03,2.271925602374101349e-01
1.917367787448785443e-01,-1.867634879461669249e-03,2.275273486007120538e-01
1.917820665805870795e-01,-2.136627953248487841e-03,2.278964961219083207e-01
1.918316809152094127e-01,-2.430540473627995027e-03,2.283017481556537942e-01
1.918858104423836752e-01,-2.750279858220299085e-03,2.287448226939165219e-01
1.919446395823730944e-01,-3.096687138645954403e-03,2.292274051837996929e-01
1.920083487702131109e-01,-3.470531287009780315e-03,2.297511434173897527e-01
1.920771149762767749e-01,-3.872503819309142028e-03,2.303176424778669851e-01
1.921511124772124213e-01,-4.303213708506203536e-03,2.309284597264544825e-01
1.922305138935909985e-01,-4.763182641445927110e-03,2.315850998153858864e-01
1.923154915084890892e-01,-5.252840655046889934e-03,2.322890097129685083e-01
1.924062188785985172e-01,-5.772522188217854913e-03,2.330415737280204236e-01
1.925028727463024003e-01,-6.322462586733071897e-03,2.338441085224700899e-01
1.926056352574788133e-01,-6.902795098803843343e-03,2.346978581027422961e-01
1.927146964856247258e-01,-7.513548399277441073e-03,2.356039887827020562e-01
1.928302572582296370e-01,-8.154644680237480014e-03,2.365635841133904016e-01
1.929525322762350170e-01,-8.825898345228681136e-03,2.375776397775517246e-01
1.930817535119060402e-01,-9.527015343338603864e-03,2.386470584499950087e-01
1.932181738646123748e-01,-1.025759317788943817e-02,2.397726446281439050e-01
1.933620710478857196e-01,-1.101712162247638072e-02,2.409550994406662594e-01
1.935137516748219599e-01,-1.180498417448757817e-02,2.421950154458142046e-01
1.936735555024724220e-01,-1.262046027300783163e-02,2.434928714349981205e-01
1.938418597894578932e-01,-1.346272830410335727e-02,2.448490272611282825e-01
1.940190837147259817e-01,-1.433086941187416974e-02,2.462637187153287888e-01
1.942056927992885373e-01,-1.522387212831817667e-02,2.477370524797057605e-01
1.944022032670534861e-01,-1.614063782895982721e-02,2.492690011878841982e-01
1.946091862756166302e-01,-1.707998701435981329e-02,2.508593986289451294e-01
1.948272719432666000e-01,-1.804066641004653526e-02,2.525079351341372180e-01
1.950571530945979792e-01,-1.902135686913394158e-02,2.542141531892372908e-01
1.952995886441672990e-01,-2.002068205295515213e-02,2.559774433186259857e-01
1.955554065357053839e-01,-2.103721785552076229e-02,2.577970402899567026e-01
1.958255061536230690e-01,-2.206950252759533326e-02,2.596720196906657230e-01
1.961108601240621474e-01,-2.311604744578106552e-02,2.616012949294307943e-01
1.964125154246168792e-01,-2.417534846134405946e-02,2.635836147169766108e-01
1.967315937252006042e-01,-2.524589775276281714e-02,2.656175610812798182e-01
1.970692908873943328e-01,-2.632619609529362331e-02,2.677015479722114066e-01
1.974268755560550370e-01,-2.741476545042752927e-02,2.698338205098976261e-01
1.978056867849683764e-01,-2.851016176815047987e-02,2.720124549295788730e-01
1.982071306479080697e-01,-2.961098788564230089e-02,2.742353592734182999e-01
1.986326757975516166e-01,-3.071590639766380235e-02,2.765002748766143825e-01
1.990838479472096245e-01,-3.182365236662478003e-02,2.788047786912100090e-01
1.995622232641618699e-01,-3.293304573440878485e-02,2.811462864862403488e-01
2.000694206783563966e-01,-3.404300329366570510e-02,2.835220569573044247e-01
2.006070931261828560e-01,-3.515255007367669438e-02,2.859291967723059935e-01
2.011769177657088126e-01,-3.626082999521329508e-02,2.883646665730611458e-01
2.017805852169390346e-01,-3.736711565021481884e-02,2.908252879447421613e-01
2.024197878980407428e-01,-3.847081706571475745e-02,2.933077513567869943e-01
2.030962075457489746e-01,-3.957148931732687447e-02,2.958086250700813213e-01
2.038115020250269582e-01,-4.066883886582882413e-02,2.983243649959321231e-01
2.045672915491593691e-01,-4.176272850090743949e-02,3.008513254827926975e-01
2.053651444464641429e-01,-4.285318078895036797e-02,3.033857709969058902e-01
2.062065626233923199e-01,-4.394037993673984011e-02,3.059238886531989166e-01
2.070929668856156813e-01,-4.502467199990571600e-02,3.084618015429631543e-01
2.080256822884840595e-01,-4.610656338380796082e-02,3.109955827952716745e-01
2.090059236956702260e-01,-4.718671760488660910e-02,3.135212702998347312e-01
2.100347817297102404e-01,-4.826595030217360749e-02,3.160348820101996359e-01
2.111132093002335286e-01,-4.934522251122933079e-02,3.185324317380610615e-01
2.122420088948739347e-01,-5.042563223592290422e-02,3.210099453420083293e-01
2.134218208140155060e-01,-5.150840437679209821e-02,3.234634772074991838e-01
2.146531125236490478e-01,-5.259487909779983483e-02,3.258891269092776821e-01
2.159361692907113550e-01,-5.368649873572747810e-02,3.282830559429777417e-01
2.172710862524503961e-01,-5.478479337779144920e-02,3.306415044093513056e-01
2.186577620557339785e-01,-5.589136525291206470e-02,3.329608075325130589e-01
2.200958941840554239e-01,-5.700787210005188455e-02,3.352374118928271862e-01
2.215849760695199344e-01,-5.813600969277191166e-02,3.374678912556500210e-01
2.231242960646583340e-01,-5.927749371233340114e-02,3.396489618790862197e-01
2.247129383249092949e-01,-6.043404117203447778e-02,3.417774971871692102e-01
2.263497856273991027e-01,-6.160735160277618083e-02,3.438505416994879216e-01
2.280335241257144818e-01,-6.279908821394580842e-02,3.458653241141338430e-01
2.297626500141519978e-01,-6.401085924453547849e-02,3.478192694478953184e-01
2.315354780488928788e-01,-6.524419971687488162e-02,3.497100101457977783e-01
2.333501518481935488e-01,-6.650055379957786617e-02,3.515353960812579448e-01
2.352046558694167455e-01,-6.778125797733375313e-02,3.532935033781814949e-01
